ABHD16A	0
ABHD16A_1	0
ABHD16A_2	0
ABHD16A_3	0
ABHD16A_4	0
ABHD16A_5	0
ABHD16A_6	0
ABHD16B	6
ABHD17A	1
ABHD17B	0
ABHD17C	0
ABHD18	0
ABHD2	0
ABHD3	2
ABHD4	0
ABHD5	0
ABHD6	0
ABHD8	0
ABI1	5
ABI2	22
ABI3	1
ABI3BP	80
ABITRAM	0
ABL1	0
ABL2	0
ABLIM1	1
ABLIM2	0
ABLIM3	0
ABO	0
ABO_1	0
ABR	0
ABR-AS1	0
ABR-AS1_1	0
ABRA	2
ABRACL	0
ABRAXAS1	136
ABRAXAS2	0
ABR_1	0
ABR_2	0
ABT1	0
ABT1_1	0
ABTB1	0
ABTB2	23
ABTB3	1
ACAA1	1
ACAA2	0
ACACA	0
ACACA_1	0
ACACB	0
ACAD10	0
ACAD11	1
ACAD8	141
ACAD9	5
ACAD9-DT	0
ACADL	4
ACADM	0
ACADS	0
ACADSB	0
ACADVL	17
ACAN	0
ACAP1	0
ACAP1_1	0
ACAP2	0
ACAP3	2
ACAT1	10
ACAT2	152
ACBD3	2
ACBD3-AS1	40
ACBD4	1
ACBD5	3
ACBD6	0
ACBD7	0
ACBD7-DCLRE1CP1	0
ACCS	0
ACCSL	0
ACD	2
ACE	3
ACE2	2
ACE2-DT	0
ACER1	0
ACER2	3
ACER3	1
ACER3-AS1	18
ACHE	0
ACIN1	9
ACKR1	0
ACKR2	0
ACKR3	0
ACKR4	26
ACLY	2
ACMSD	11
ACO1	27
ACO2	34
ACOD1	0
ACOT1	2
ACOT11	0
ACOT12	24
ACOT13	155
ACOT2	8
ACOT4	1
ACOT6	13
ACOT7	1
ACOT8	24
ACOT9	0
ACOX1	2
ACOX2	2
ACOX3	1
ACOXL	15
ACOXL-AS1	0
ACP1	0
ACP2	0
ACP3	0
ACP4	4
ACP5	5
ACP6	1
ACP7	3
ACR	0
ACRBP	0
ACRV1	1
ACR_1	0
ACSBG1	540
ACSBG2	4
ACSF2	19
ACSF3	2
ACSL1	1
ACSL3	1
ACSL3-AS1	21
ACSL4	0
ACSL5	26
ACSL6	1
ACSL6-AS1	5
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	39
ACSM4	3
ACSM5	0
ACSM6	14
ACSS1	2
ACSS2	4
ACSS3	158
ACTA1	0
ACTA2	18
ACTA2-AS1	57
ACTB	3
ACTBL2	0
ACTC1	5
ACTE1P	0
ACTG1	0
ACTG1P17	0
ACTG1P20	0
ACTG1P25	0
ACTG1P4	0
ACTG1_1	0
ACTG2	0
ACTL10	0
ACTL6A	17
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTMAP	0
ACTN1	2
ACTN1-DT	0
ACTN2	1
ACTN3	0
ACTN4	0
ACTN4_1	0
ACTR10	1
ACTR1A	9
ACTR1B	0
ACTR1B_1	0
ACTR2	2
ACTR3	7
ACTR3-AS1	2
ACTR3B	0
ACTR3BP2	0
ACTR3BP5	0
ACTR3BP5_1	0
ACTR3C	134
ACTR5	0
ACTR6	3
ACTR8	74
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	0
ACVR1B	1
ACVR1C	1
ACVR2A	24
ACVR2B	3
ACVR2B-AS1	3
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	0
ACYP2	3
ADA	3
ADA2	3
ADAD1	0
ADAD2	0
ADAM10	0
ADAM11	0
ADAM12	30
ADAM15	0
ADAM15-EFNA4	0
ADAM17	78
ADAM18	0
ADAM18_1	0
ADAM19	0
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	52
ADAM21P1	5
ADAM22	58
ADAM23	1
ADAM28	9
ADAM29	0
ADAM2_1	0
ADAM30	0
ADAM32	0
ADAM32_1	0
ADAM33	0
ADAM3A	0
ADAM3B	0
ADAM5	0
ADAM5_1	0
ADAM6	0
ADAM6_1	0
ADAM7	18
ADAM7-AS1	6
ADAM7-AS2	0
ADAM8	0
ADAM9	0
ADAM9_1	0
ADAMDEC1	1
ADAMTS1	5
ADAMTS10	0
ADAMTS12	0
ADAMTS12_1	0
ADAMTS13	0
ADAMTS13_1	0
ADAMTS14	0
ADAMTS15	0
ADAMTS16	20
ADAMTS16-DT	0
ADAMTS17	2
ADAMTS18	0
ADAMTS19	17
ADAMTS19-AS1	0
ADAMTS2	0
ADAMTS20	0
ADAMTS2_1	0
ADAMTS3	2
ADAMTS4	8
ADAMTS5	11
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	0
ADAMTS7P1_1	0
ADAMTS8	2
ADAMTS9	0
ADAMTS9-AS1	55
ADAMTS9-AS2	1
ADAMTSL1	1
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL3_1	0
ADAMTSL4	11
ADAMTSL4-AS1	0
ADAMTSL4-AS2	2
ADAMTSL5	6
ADAP1	3
ADAP2	0
ADAP2_1	0
ADAR	36
ADARB1	0
ADARB2	1
ADARB2-AS1	0
ADAT1	0
ADAT2	0
ADAT3	0
ADCK1	1
ADCK2	1
ADCK5	0
ADCK5_1	0
ADCY1	10
ADCY10	3
ADCY10P1	0
ADCY2	5
ADCY3	13
ADCY4	0
ADCY4_1	0
ADCY5	5
ADCY6	0
ADCY6-DT	0
ADCY7	47
ADCY8	2
ADCY9	1
ADCYAP1	0
ADCYAP1R1	1
ADD1	2
ADD2	2
ADD3	2
ADD3-AS1	40
ADGB	0
ADGB-DT	0
ADGRA1	0
ADGRA1-AS1	0
ADGRA2	39
ADGRA3	1
ADGRB1	0
ADGRB2	1
ADGRB3	0
ADGRB3-DT	0
ADGRD1	1
ADGRD1-AS1	3
ADGRD2	0
ADGRE1	0
ADGRE2	9
ADGRE3	0
ADGRE4P	0
ADGRE5	0
ADGRF1	0
ADGRF2P	0
ADGRF3	14
ADGRF4	0
ADGRF5	0
ADGRF5-AS1	0
ADGRG1	1
ADGRG2	3
ADGRG3	0
ADGRG4	0
ADGRG5	0
ADGRG6	0
ADGRG7	0
ADGRL1	1
ADGRL1-AS1	0
ADGRL1-AS1_1	0
ADGRL1_1	0
ADGRL2	1
ADGRL3	1
ADGRL3-AS1	42
ADGRL4	0
ADGRV1	1
ADH1A	1
ADH1B	0
ADH1C	0
ADH4	2
ADH5	0
ADH6	3
ADH7	0
ADHFE1	1
ADI1	0
ADI1_1	0
ADIG	0
ADIPINT	0
ADIPOQ	0
ADIPOQ-AS1	0
ADIPOR1	1
ADIPOR2	0
ADIPOR2_1	0
ADIRF	0
ADIRF-AS1	153
ADISSP	0
ADK	0
ADM	2
ADM2	1
ADM5	1
ADNP	22
ADNP-AS1	10
ADNP2	1
ADO	2
ADORA1	1
ADORA2A	0
ADORA2A-AS1	94
ADORA2B	8
ADORA3	0
ADPGK	0
ADPGK-AS1	3
ADPRH	1
ADPRHL1	0
ADPRM	5
ADPRS	0
ADRA1A	1
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	3
ADRB1	2
ADRB2	2
ADRB3	0
ADRM1	1
ADSL	0
ADSS1	0
ADSS2	0
ADTRP	0
AEBP1	4
AEBP2	1
AEN	0
AFAP1	0
AFAP1-AS1	43
AFAP1L1	0
AFAP1L2	0
AFDN	1
AFDN-DT	0
AFF1	1
AFF1-AS1	0
AFF2	0
AFF3	8
AFF4	5
AFF4-DT	0
AFG1L	3
AFG2A	0
AFG2B	0
AFG3L1P	0
AFG3L2	5
AFM	0
AFMID	0
AFP	0
AFTPH	0
AFTPH-DT	0
AGA	0
AGA-DT	3
AGAP1	2
AGAP1-IT1	0
AGAP10P	0
AGAP11	0
AGAP12P	0
AGAP12P_1	0
AGAP13P	0
AGAP14P	0
AGAP2	6
AGAP2-AS1	387
AGAP3	1
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1-AS1	1
AGBL2	0
AGBL2_1	0
AGBL3	34
AGBL4	0
AGBL4-AS1	1
AGBL4-IT1	0
AGBL5	181
AGBL5-AS1	0
AGER	1
AGER_1	0
AGER_2	0
AGER_3	0
AGER_4	0
AGER_5	0
AGER_6	0
AGFG1	0
AGFG2	1
AGGF1	2
AGK	1
AGK-DT	2
AGK_1	0
AGL	4
AGMAT	5
AGMO	0
AGO1	0
AGO2	20
AGO3	0
AGO4	0
AGPAT1	0
AGPAT1_1	0
AGPAT1_2	0
AGPAT1_3	0
AGPAT1_4	0
AGPAT1_5	0
AGPAT1_6	0
AGPAT2	0
AGPAT3	1
AGPAT4	15
AGPAT4-IT1	0
AGPAT5	0
AGPAT5_1	0
AGPS	1
AGR2	2
AGR3	0
AGRN	0
AGRP	0
AGT	0
AGTPBP1	1
AGTR1	7
AGTR2	0
AGTRAP	0
AGXT	0
AGXT2	0
AHCTF1	2
AHCTF1P1	0
AHCY	0
AHCYL1	2
AHCYL2	3
AHDC1	0
AHI1	1
AHI1-DT	0
AHNAK	1
AHNAK2	5
AHR	1
AHRR	0
AHSA1	1
AHSA2P	241
AHSG	0
AHSP	0
AICDA	0
AIDA	2
AIF1	0
AIF1L	0
AIF1_1	0
AIF1_2	0
AIF1_3	0
AIF1_4	0
AIF1_5	0
AIFM1	1
AIFM2	0
AIFM3	1
AIG1	8
AIM2	20
AIMP1	29
AIMP2	34
AIP	1
AIPL1	0
AIRE	0
AIRIM	0
AIRN	3
AJAP1	1
AJM1	1
AJUBA	0
AJUBA-DT	1
AK1	0
AK2	0
AK3	0
AK4	0
AK5	5
AK6	0
AK6_1	0
AK6_2	0
AK7	0
AK8	4
AK9	6
AKAIN1	0
AKAP1	2
AKAP1-DT	0
AKAP10	0
AKAP11	1
AKAP12	5
AKAP13	33
AKAP14	0
AKAP17A	0
AKAP17A_1	0
AKAP17BP	2
AKAP3	3
AKAP4	0
AKAP5	40
AKAP6	0
AKAP7	0
AKAP8	0
AKAP8L	1
AKAP9	4
AKIP1	0
AKIRIN1	0
AKIRIN2	4
AKNA	0
AKNAD1	1
AKR1A1	0
AKR1B1	0
AKR1B10	1
AKR1B15	4
AKR1C1	0
AKR1C2	0
AKR1C3	0
AKR1C4	0
AKR1C6P	6
AKR1C8	0
AKR1D1	0
AKR1E2	0
AKR7A2	0
AKR7A2P1	0
AKR7A2P1_1	0
AKR7A3	0
AKR7L	0
AKT1	3
AKT1S1	8
AKT2	0
AKT3	0
AKT3-IT1	0
AKT3-IT1_1	0
AKT3_1	0
AKTIP	74
ALAD	17
ALAS1	0
ALAS2	5
ALB	0
ALCAM	0
ALDH16A1	0
ALDH18A1	0
ALDH1A1	0
ALDH1A2	0
ALDH1A2-AS1	1
ALDH1A3	12
ALDH1A3-AS1	9
ALDH1B1	1
ALDH1L1	3
ALDH1L1-AS1	110
ALDH1L1-AS2	10
ALDH1L2	15
ALDH2	0
ALDH3A1	0
ALDH3A2	1
ALDH3B1	3
ALDH3B2	0
ALDH4A1	0
ALDH5A1	12
ALDH6A1	30
ALDH7A1	0
ALDH8A1	0
ALDH9A1	5
ALDOA	3
ALDOB	70
ALDOC	0
ALG1	28
ALG10	0
ALG10B	0
ALG11	0
ALG12	5
ALG13	0
ALG14	8
ALG14-AS1	4
ALG1L1P	2
ALG1L2	1
ALG1L9P	1
ALG2	0
ALG3	1
ALG5	0
ALG6	6
ALG8	0
ALG9	0
ALK	16
ALKAL1	0
ALKAL2	3
ALKBH1	1
ALKBH2	0
ALKBH3	0
ALKBH3-AS1	17
ALKBH4	0
ALKBH5	1
ALKBH6	0
ALKBH7	0
ALKBH8	0
ALLC	0
ALMS1	0
ALMS1-IT1	0
ALMS1-IT1_1	0
ALMS1P1	0
ALMS1P1_1	0
ALMS1_1	0
ALOX12	37
ALOX12-AS1	0
ALOX12B	4
ALOX12P2	38
ALOX15	0
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	0
ALOX5_1	0
ALOXE3	0
ALPG	0
ALPI	0
ALPK1	0
ALPK2	1
ALPK3	0
ALPL	0
ALPP	0
ALS2	0
ALS2CL	0
ALX1	0
ALX3	12
ALX4	14
ALYREF	0
AMACR	0
AMBN	0
AMBP	3
AMBRA1	1
AMD1	3
AMDHD1	0
AMDHD2	6
AMELX	4
AMELY	0
AMER1	0
AMER2	3
AMER3	4
AMFR	8
AMH	0
AMHR2	0
AMIGO1	1
AMIGO2	0
AMIGO3	10
AMMECR1	54
AMMECR1L	0
AMN	0
AMN1	14
AMOT	0
AMOTL1	0
AMOTL2	0
AMPD1	0
AMPD2	3
AMPD3	4
AMPH	0
AMT	17
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	206
AMZ2	1
AMZ2P1	0
ANAPC1	1
ANAPC10	21
ANAPC11	5
ANAPC13	9
ANAPC15	5
ANAPC16	6
ANAPC1P1	1
ANAPC1P2	1
ANAPC1P4	0
ANAPC1P6	0
ANAPC2	0
ANAPC4	0
ANAPC5	0
ANAPC7	1
ANG	0
ANGEL1	3
ANGEL2	0
ANGPT1	0
ANGPT2	38
ANGPT4	5
ANGPTL1	44
ANGPTL2	35
ANGPTL3	36
ANGPTL4	8
ANGPTL5	5
ANGPTL6	23
ANGPTL7	13
ANGPTL8	1
ANHX	0
ANK1	0
ANK2	2
ANK2-AS1	29
ANK3	2
ANK3-DT	0
ANKAR	15
ANKDD1A	3
ANKDD1B	28
ANKEF1	10
ANKFN1	0
ANKFY1	22
ANKH	30
ANKHD1	2
ANKHD1-DT	2
ANKHD1-EIF4EBP3	1
ANKIB1	3
ANKK1	33
ANKLE1	1
ANKLE2	0
ANKMY1	5
ANKMY2	1
ANKRA2	1
ANKRD1	0
ANKRD10	2
ANKRD11	1
ANKRD12	2
ANKRD13A	46
ANKRD13B	4
ANKRD13C	1
ANKRD13C-DT	0
ANKRD13D	0
ANKRD16	0
ANKRD17	3
ANKRD17-DT	0
ANKRD18A	2
ANKRD18B	0
ANKRD18CP	1
ANKRD18DP	0
ANKRD18DP_1	0
ANKRD19P	32
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	1
ANKRD20A12P	0
ANKRD20A12P_1	0
ANKRD20A19P	0
ANKRD20A21P	0
ANKRD20A2P	0
ANKRD20A3P	0
ANKRD20A4-ANKRD20A20P	0
ANKRD20A5P	1
ANKRD20A8P	0
ANKRD20A9P	0
ANKRD20A9P_1	0
ANKRD22	0
ANKRD23	1
ANKRD24	1
ANKRD26	1
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	0
ANKRD28	63
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	0
ANKRD33B	1
ANKRD34A	3
ANKRD34B	1
ANKRD34C	3
ANKRD34C-AS1	0
ANKRD35	0
ANKRD36	0
ANKRD36B	0
ANKRD36BP1	141
ANKRD36BP2	0
ANKRD36B_1	0
ANKRD36C	1
ANKRD36_1	0
ANKRD37	76
ANKRD39	0
ANKRD40	0
ANKRD40CL	0
ANKRD42	3
ANKRD42-DT	37
ANKRD44	1
ANKRD44-AS1	2
ANKRD44-DT	0
ANKRD44-IT1	0
ANKRD45	1
ANKRD46	1
ANKRD49	0
ANKRD50	0
ANKRD52	1
ANKRD53	8
ANKRD54	2
ANKRD55	0
ANKRD6	104
ANKRD60	0
ANKRD61	9
ANKRD62	0
ANKRD62P1-PARP4P3	3
ANKRD63	2
ANKRD65	0
ANKRD65-AS1	0
ANKRD66	0
ANKRD7	0
ANKRD9	19
ANKS1A	0
ANKS1B	9
ANKS3	0
ANKS4B	0
ANKS4B_1	0
ANKS6	0
ANKUB1	0
ANKZF1	2
ANLN	1
ANO1	0
ANO10	0
ANO2	0
ANO3	10
ANO3-AS1	0
ANO4	0
ANO4_1	0
ANO5	0
ANO6	11
ANO7	265
ANO7L1	0
ANO7L1_1	0
ANO8	3
ANO9	6
ANOS1	4
ANP32A	0
ANP32A-IT1	0
ANP32AP1	11
ANP32B	1
ANP32D	0
ANP32E	0
ANPEP	0
ANTKMT	5
ANTXR1	0
ANTXR2	0
ANTXRL	0
ANTXRLP1	0
ANXA1	0
ANXA10	0
ANXA11	0
ANXA13	0
ANXA2	0
ANXA2P1	43
ANXA2P2	0
ANXA2P3	0
ANXA2R	0
ANXA2R-AS1	4
ANXA2R-OT1	8
ANXA3	0
ANXA4	1
ANXA5	0
ANXA6	0
ANXA7	0
ANXA8	0
ANXA8L1	0
ANXA8_1	0
ANXA9	58
AOAH	16
AOAH-IT1	2
AOC1	1
AOC2	0
AOC3	0
AOC4P	0
AOPEP	8
AOX1	22
AOX3P-AOX2P	28
AP1AR	1
AP1AR-DT	31
AP1B1	0
AP1B1P1	0
AP1G1	1
AP1G2	14
AP1G2-AS1	192
AP1M1	0
AP1M2	0
AP1S1	3
AP1S2	14
AP1S3	0
AP2A1	1
AP2A2	0
AP2A2_1	0
AP2A2_2	0
AP2B1	0
AP2M1	0
AP2S1	0
AP3B1	1
AP3B2	14
AP3D1	3
AP3M1	5
AP3M2	0
AP3S1	0
AP3S2	0
AP4B1	2
AP4B1-AS1	67
AP4E1	4
AP4M1	19
AP4S1	10
AP5B1	0
AP5M1	6
AP5S1	0
AP5Z1	0
APAF1	215
APBA1	1
APBA1_1	0
APBA2	0
APBA2_1	0
APBA2_2	0
APBA3	0
APBB1	2
APBB1IP	0
APBB2	0
APBB3	1
APC	2
APC2	3
APCDD1	1
APCDD1L	3
APCDD1L-DT	0
APCS	0
APEH	1
APELA	1
APEX1	0
APEX1_1	0
APEX2	0
APH1A	3
APH1B	0
API5	1
APIP	0
APLF	1
APLN	0
APLNR	0
APLP1	5
APLP2	1
APMAP	0
APOA1	0
APOA1-AS	19
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	17
APOBEC3A	0
APOBEC3A_B	1
APOBEC3B	0
APOBEC3B-AS1	0
APOBEC3C	0
APOBEC3D	0
APOBEC3F	0
APOBEC3G	0
APOBEC3H	1
APOBEC4	38
APOBR	1
APOB_1	0
APOC1	0
APOC1P1	1
APOC2	0
APOC3	0
APOC4	0
APOC4-APOC2	0
APOD	0
APOE	16
APOF	1
APOH	0
APOL1	0
APOL2	0
APOL3	0
APOL4	1
APOL5	0
APOL5_1	0
APOL6	0
APOLD1	2
APOM	0
APOM_1	0
APOM_2	0
APOM_3	1
APOM_4	0
APOM_5	0
APOM_6	0
APOO	0
APOOL	7
APOOP5	0
APP	11
APP-DT	3
APPAT	0
APPAT_1	0
APPBP2	0
APPL1	0
APPL2	32
APRG1	0
APRG1_1	0
APRT	0
APTR	28
APTX	0
AQP1	1
AQP10	0
AQP11	12
AQP12A	0
AQP12B	0
AQP2	0
AQP3	0
AQP4	125
AQP4-AS1	5
AQP5	1
AQP5-AS1	0
AQP6	0
AQP7	0
AQP7B	0
AQP7P1	3
AQP7P3	0
AQP8	0
AQP9	5
AQR	0
AR	2
ARAF	7
ARAP1	1
ARAP1-AS2	13
ARAP2	2
ARAP3	3
ARB2A	1
ARB2BP	0
ARC	0
ARCN1	4
AREG	0
AREL1	1
ARF1	5
ARF3	3
ARF4	16
ARF4-AS1	0
ARF5	0
ARF6	4
ARFGAP1	0
ARFGAP2	4
ARFGAP3	1
ARFGEF1	23
ARFGEF1-DT	1
ARFGEF2	1
ARFGEF3	1
ARFIP1	2
ARFIP2	0
ARFRP1	0
ARG1	3
ARG2	326
ARGFX	0
ARGFXP2	12
ARGLU1	1
ARGLU1-DT	0
ARHGAP1	3
ARHGAP10	0
ARHGAP11A	0
ARHGAP11A-DT	0
ARHGAP11A-DT_1	1
ARHGAP11A-DT_2	0
ARHGAP11A-DT_3	0
ARHGAP11A-SCG5	0
ARHGAP11A-SCG5_1	0
ARHGAP11A-SCG5_2	0
ARHGAP11A-SCG5_3	0
ARHGAP11A_1	0
ARHGAP11A_2	0
ARHGAP11A_3	0
ARHGAP11B	0
ARHGAP11B-DT	0
ARHGAP11B-DT_1	0
ARHGAP11B-DT_2	0
ARHGAP11B-DT_3	0
ARHGAP11B_1	0
ARHGAP11B_2	0
ARHGAP11B_3	0
ARHGAP12	3
ARHGAP15	3
ARHGAP15-AS1	14
ARHGAP17	0
ARHGAP17_1	0
ARHGAP18	0
ARHGAP19	0
ARHGAP19-SLIT1	0
ARHGAP20	7
ARHGAP21	3
ARHGAP22	6
ARHGAP22-IT1	0
ARHGAP23	0
ARHGAP23_1	0
ARHGAP24	29
ARHGAP25	0
ARHGAP26	3
ARHGAP26-AS1	18
ARHGAP26-IT1	0
ARHGAP27	0
ARHGAP27P1	0
ARHGAP27P1-BPTFP1-KPNA2P3	0
ARHGAP27P2	0
ARHGAP27_1	0
ARHGAP27_2	0
ARHGAP28	0
ARHGAP28-AS1	0
ARHGAP29	1
ARHGAP29-AS1	0
ARHGAP30	12
ARHGAP31	0
ARHGAP31-AS1	3
ARHGAP32	5
ARHGAP33	0
ARHGAP35	0
ARHGAP36	0
ARHGAP39	1
ARHGAP4	0
ARHGAP40	12
ARHGAP42	0
ARHGAP42-AS1	3
ARHGAP44	9
ARHGAP44-AS1	1
ARHGAP45	8
ARHGAP5	0
ARHGAP5-AS1	10
ARHGAP6	1
ARHGAP8	0
ARHGAP9	4
ARHGDIA	1
ARHGDIB	0
ARHGDIG	1
ARHGEF1	3
ARHGEF10	0
ARHGEF10L	0
ARHGEF10_1	0
ARHGEF11	3
ARHGEF12	1
ARHGEF15	0
ARHGEF16	0
ARHGEF17	2
ARHGEF17-AS1	6
ARHGEF18	10
ARHGEF18-AS1	0
ARHGEF19	0
ARHGEF19_1	0
ARHGEF2	2
ARHGEF2-AS1	0
ARHGEF2-AS2	1
ARHGEF25	0
ARHGEF26	5
ARHGEF26-AS1	0
ARHGEF26_1	1
ARHGEF28	3
ARHGEF3	0
ARHGEF3-AS1	0
ARHGEF33	15
ARHGEF34P	0
ARHGEF34P_1	0
ARHGEF35	0
ARHGEF35-AS1	0
ARHGEF35-AS1_1	0
ARHGEF35_1	0
ARHGEF37	0
ARHGEF38	6
ARHGEF38-IT1	0
ARHGEF39	41
ARHGEF4	6
ARHGEF4-AS1	2
ARHGEF40	5
ARHGEF5	0
ARHGEF5_1	0
ARHGEF6	0
ARHGEF7	4
ARHGEF7-AS1	10
ARHGEF7-AS2	11
ARHGEF9	0
ARHGEF9-IT1	0
ARID1A	0
ARID1B	17
ARID2	0
ARID3A	0
ARID3B	1
ARID3C	1
ARID4A	1
ARID4B	0
ARID5A	2
ARID5B	2
ARIH1	2
ARIH2	15
ARIH2OS	8
ARK2C	8
ARK2N	0
ARL1	0
ARL10	2
ARL11	0
ARL13A	5
ARL13B	8
ARL14	0
ARL14EP	5
ARL14EP-DT	0
ARL14EPL	0
ARL15	0
ARL16	0
ARL17A	1
ARL17A_1	31
ARL17B	0
ARL2	0
ARL2-SNX15	0
ARL2BP	11
ARL3	6
ARL4A	0
ARL4AP5	0
ARL4C	1
ARL4D	0
ARL5A	0
ARL5B	0
ARL5C	0
ARL6	0
ARL6IP1	1
ARL6IP4	0
ARL6IP5	0
ARL6IP6	1
ARL8A	5
ARL8B	1
ARL9	3
ARLNC1	0
ARMC1	1
ARMC10	3
ARMC10_1	0
ARMC12	0
ARMC2	175
ARMC2-AS1	11
ARMC3	11
ARMC5	15
ARMC6	4
ARMC7	2
ARMC8	40
ARMC9	0
ARMCX1	0
ARMCX2	2
ARMCX3	8
ARMCX4	0
ARMCX5	0
ARMCX5-GPRASP2	0
ARMCX6	0
ARMH1	0
ARMH2	0
ARMH3	0
ARMH4	0
ARMS2	0
ARMT1	0
ARNT	0
ARNT2	6
ARNT2-DT	7
ARPC1A	0
ARPC1B	12
ARPC2	1
ARPC3	1
ARPC4	0
ARPC4-TTLL3	0
ARPC5	0
ARPC5L	4
ARPIN	2
ARPIN-AP3S2	0
ARPP19	3
ARPP21	2
ARPP21-AS1	29
ARR3	6
ARRB1	0
ARRB2	1
ARRDC1	13
ARRDC1-AS1	4
ARRDC2	1
ARRDC3	4
ARRDC3-AS1	9
ARRDC4	1
ARRDC5	0
ARSA	0
ARSB	0
ARSD	7
ARSD-AS1	8
ARSF	0
ARSG	35
ARSH	0
ARSI	0
ARSJ	0
ARSK	1
ARSL	1
ART1	0
ART3	1
ART4	4
ART5	0
ARTN	0
ARV1	5
ARVCF	8
ARX	0
AS-PTPRE	15
AS3MT	0
ASAH1	5
ASAH1-AS1	1
ASAH2	0
ASAH2B	0
ASAP1	6
ASAP1-IT1	0
ASAP1-IT2	0
ASAP2	35
ASAP3	0
ASAP3_1	0
ASB1	0
ASB10	0
ASB11	0
ASB12	0
ASB13	0
ASB14	99
ASB15	1
ASB15-AS1	0
ASB16	2
ASB16-AS1	0
ASB17	3
ASB18	1
ASB2	0
ASB2_1	0
ASB3	0
ASB4	0
ASB5	0
ASB6	39
ASB7	0
ASB8	4
ASB9	0
ASB9P1	2
ASCC1	26
ASCC2	0
ASCC3	1
ASCL1	0
ASCL2	0
ASCL3	1
ASCL4	0
ASCL5	3
ASDURF	0
ASF1A	11
ASF1B	0
ASF1B_1	0
ASGR1	0
ASGR2	0
ASH1L	5
ASH1L-AS1	38
ASH2L	0
ASIC1	0
ASIC2	1
ASIC3	4
ASIC4	3
ASIC4-AS1	1
ASIC5	0
ASIC5_1	0
ASIP	5
ASL	0
ASMER1	0
ASMER2	0
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASMTL-AS1_1	0
ASMTL_1	0
ASMT_1	0
ASNS	0
ASNSD1	0
ASNSP1	0
ASPA	2
ASPDH	2
ASPG	0
ASPH	99
ASPHD1	4
ASPHD2	10
ASPM	2
ASPN	0
ASPN_1	1
ASPRV1	64
ASPSCR1	0
ASRGL1	2
ASS1	0
ASTE1	77
ASTILCS	0
